Wed Nov 19 13:23:00 2003
FISH v1.0
FISH is copyright (c)2003, University of North Carolina at Chapel Hill
Authors: Sugata Chakravarty and Todd J. Vision

-parameters
	MIN_SCORE = 200
	MAX_DIST = 10

-contigs

    contig   markers  features
     14538         4           1 AT4g01430
     14538         4           1 AT4g01440
     14538         4           1 AT4g01450
     14539         4           1 AT4g01460
     14540         4          -1 AT4g01470
     14541         4           1 AT4g01480
     14542         4           1 AT4g01490
     14543         4           1 AT4g01500
     14544         4           1 AT4g01510
     14545         4          -1 AT4g01520
     14545         4          -1 AT4g01540
     14546         4           1 AT4g01530
     14547         4          -1 AT4g01550
     14548         4          -1 AT4g01560
     14549         4           1 AT4g01570
     14550         4           1 AT4g01580
     14551         4          -1 AT4g01590
     14552         4           1 AT4g01600
     14553         4           1 AT4g01610
     14553         4           1 AT4g01620
     14554         4           1 AT4g01630
     14555         4           1 AT4g01640
     14556         4          -1 AT4g01650
     14557         4           1 AT4g01660
     14558         4          -1 AT4g01670
     14559         4          -1 AT4g01680
     14560         4           1 AT4g01690
     14561         4          -1 AT4g01700
     14562         4           1 AT4g01710
     14563         4           1 AT4g01720
     14564         4           1 AT4g01730
     14565         4           1 AT4g01740
     14565         4           1 AT4g01760
     14566         4           1 AT4g01750
     14566         4           1 AT4g01770
     14567         4           1 AT4g01780
     14568         4           1 AT4g01790
     14569         4          -1 AT4g01800
     14570         4          -1 AT4g01810
     14571         4          -1 AT4g01820
     14571         4          -1 AT4g01830
     14572         4           1 AT4g01840
     14573         4          -1 AT4g01850
     14574         4          -1 AT4g01860
     14575         4          -1 AT4g01870
     14576         4          -1 AT4g01880
     14577         4           1 AT4g01890
     14578         4           1 AT4g01900
     14579         4          -1 AT4g01910
     14579         4          -1 AT4g01920
     14579         4          -1 AT4g01930
     14580         4          -1 AT4g01940
     14581         4          -1 AT4g01950
     14582         4          -1 AT4g01960
     14583         4          -1 AT4g01970
     14584         4          -1 AT4g01980
     14585         4          -1 AT4g01990
     14586         4           1 AT4g02000
     14587         4           1 AT4g02010
     14588         4           1 AT4g02020
     14589         4           1 AT4g02030
     14590         4           1 AT4g02040
     14591         4          -1 AT4g02050
     14592         4           1 AT4g02060
     14593         4           1 AT4g02070
     14594         4           1 AT4g02080
     14595         4           1 AT4g02090
     14596         4           1 AT4g02100
     14597         4           1 AT4g02110
     14598         4           1 AT4g02120
     14599         4          -1 AT4g02130
     14600         4          -1 AT4g02140
     14601         4          -1 AT4g02150
     14602         4          -1 AT4g02160
     14603         4           1 AT4g02170
     14604         4           1 AT4g02180
     14604         4           1 AT4g02190
     14605         4           1 AT4g02200
     14606         4          -1 AT4g02210
     14607         4           1 AT4g02220
     14608         4          -1 AT4g02230
     14609         4           1 AT4g02240
     14610         4           1 AT4g02250
     14611         4           1 AT4g02260
     14612         4          -1 AT4g02270
     14613         4           1 AT4g02280
     14614         4          -1 AT4g02290
     14615         4          -1 AT4g02300
     14615         4          -1 AT4g02320
     14615         4          -1 AT4g02330
     14615         4          -1 AT4g02370
     14616         4          -1 AT4g02310
     14617         4           1 AT4g02340
     14618         4           1 AT4g02350
     14619         4           1 AT4g02360
     14620         4          -1 AT4g02380
     14621         4           1 AT4g02390
     14622         4           1 AT4g02400
     14623         4          -1 AT4g02410
     14623         4          -1 AT4g02420
     14624         4           1 AT4g02430
     14625         4           1 AT4g02440
     14626         4          -1 AT4g02450
     14627         4          -1 AT4g02460
     14628         4          -1 AT4g02470
     14629         4          -1 AT4g02480
     14630         4          -1 AT4g02490
     14631         4           1 AT4g02500
     14632         4           1 AT4g02510
     14633         4          -1 AT4g02520
     14634         4          -1 AT4g02530
     14635         4           1 AT4g02540
     14636         4          -1 AT4g02550
     14637         4          -1 AT4g02560
     14638         4           1 AT4g02570
     14639         4           1 AT4g02580
     14640         4          -1 AT4g02590
     14641         4           1 AT4g02600
     14642         4           1 AT4g02610
     14643         4          -1 AT4g02620
     14644         4           1 AT4g02630
     14645         4           1 AT4g02640
     14646         4           1 AT4g02650
     14647         4          -1 AT4g02660
     14648         4          -1 AT4g02670
     14649         4          -1 AT4g02680
     14650         4           1 AT4g02690
     14651         4           1 AT4g02700
     14652         4          -1 AT4g02710
     14653         4          -1 AT4g02720
     14654         4           1 AT4g02730
     14655         4          -1 AT4g02740
     14656         4          -1 AT4g02750
     14657         4          -1 AT4g02760
     14658         4          -1 AT4g02770
     14659         4          -1 AT4g02780
     14660         4           1 AT4g02790
     14661         4           1 AT4g02800
     14662         4           1 AT4g02810
     14663         4           1 AT4g02820
     14664         4           1 AT4g02830
     14665         4           1 AT4g02840
     14666         4          -1 AT4g02850
     14666         4          -1 AT4g02860
     14667         4          -1 AT4g02870
     14668         4           1 AT4g02880
     14669         4          -1 AT4g02890
     14670         4           1 AT4g02900
     14671         4          -1 AT4g02910
     14672         4           1 AT4g02920
     14673         4          -1 AT4g02930
     14674         4           1 AT4g02940
     14675         4           1 AT4g02950
     14676         4          -1 AT4g02960
